PERIOD_TAG;product_group;customer_name;dispatches_SellIn;orders_SellIn;Sellout;numeric_distribution_selling_promotion;type_promo_1;type_promo_2
2017-09-10;Product_01;Customer_01;62;62;183.42626597010295;3.2;0.0;0.0
2017-09-17;Product_01;Customer_01;174;174;120.06082863497646;0.0;0.0;0.0
2017-09-24;Product_01;Customer_01;2;2;114.50245693891274;0.0;0.0;0.0
2017-10-01;Product_01;Customer_01;115;115;110.05575958206175;0.0;0.0;0.0
2017-10-08;Product_01;Customer_01;0;0;93.38064449387059;0.0;0.0;0.0
2017-10-15;Product_01;Customer_01;58;58;168.97449956033725;3.1;0.0;0.0
2017-10-22;Product_01;Customer_01;58;58;91.1572958154451;0.0;0.0;0.0
2017-10-29;Product_01;Customer_01;116;116;82.26390110174313;0.0;0.0;0.0
2017-11-05;Product_01;Customer_01;59;59;80.04055242331765;0.0;0.0;0.0
2017-11-12;Product_01;Customer_01;59;59;75.59385506646666;0.0;0.0;0.0
2017-11-19;Product_01;Customer_01;0;0;82.26390110174313;0.0;0.0;0.0
2017-11-26;Product_01;Customer_01;174;174;60.03041431748823;0.0;0.0;0.0
2017-12-03;Product_01;Customer_01;0;0;76.70552940567941;0.0;0.0;0.0
2017-12-10;Product_01;Customer_01;61;61;71.14715770961568;0.0;0.0;0.0
2017-12-17;Product_01;Customer_01;116;116;73.37050638804118;0.0;0.0;0.0
2017-12-24;Product_01;Customer_01;60;60;62.253762995913725;0.0;0.0;0.0
2017-12-31;Product_01;Customer_01;1;1;68.92380903119019;0.0;0.0;0.0
2018-01-07;Product_01;Customer_01;57;57;72.25883204882842;0.0;0.0;0.0
2018-01-14;Product_01;Customer_01;61;61;58.91873997827549;0.0;0.0;0.0
2018-01-21;Product_01;Customer_01;58;58;58.91873997827549;0.0;0.0;0.0
2018-01-28;Product_01;Customer_01;59;59;65.58878601355195;0.0;0.0;0.0
2018-02-04;Product_01;Customer_01;62;62;72.25883204882842;0.0;0.0;0.0
2018-02-11;Product_01;Customer_01;119;119;65.58878601355195;0.0;0.0;0.0
2018-02-18;Product_01;Customer_01;59;59;66.70046035276471;0.0;0.0;0.0
2018-02-25;Product_01;Customer_01;2;2;62.253762995913725;0.0;0.0;0.0
2018-03-04;Product_01;Customer_01;115;115;75.59385506646666;0.0;0.0;0.0
2018-03-11;Product_01;Customer_01;59;59;66.70046035276471;0.0;0.0;0.0
2018-03-18;Product_01;Customer_01;115;115;68.92380903119019;0.0;0.0;0.0
2018-03-25;Product_01;Customer_01;59;59;55.583716960637254;0.0;0.0;0.0
2018-04-01;Product_01;Customer_01;59;59;70.03548337040294;0.0;0.0;0.0
2018-04-08;Product_01;Customer_01;58;58;67.81213469197745;0.0;0.0;0.0
2018-04-15;Product_01;Customer_01;58;58;64.47711167433921;0.0;0.0;0.0
2018-04-22;Product_01;Customer_01;59;59;72.25883204882842;0.0;0.0;0.0
2018-04-29;Product_01;Customer_01;60;60;67.81213469197745;0.0;0.0;0.0
2018-05-06;Product_01;Customer_01;115;115;75.59385506646666;0.0;0.0;0.0
2018-05-13;Product_01;Customer_01;234;234;66.70046035276471;0.0;0.0;0.0
2018-05-20;Product_01;Customer_01;2;2;64.47711167433921;0.0;0.0;0.0
2018-05-27;Product_01;Customer_01;116;116;73.37050638804118;0.0;0.0;0.0
2018-06-03;Product_01;Customer_01;173;173;103.3857135467853;0.0;0.0;0.0
2018-06-10;Product_01;Customer_01;59;59;98.9390161899343;0.0;0.0;0.0
2018-06-17;Product_01;Customer_01;172;172;96.71566751150883;0.0;0.0;0.0
2018-06-24;Product_01;Customer_01;116;116;98.9390161899343;0.0;0.0;0.0
2018-07-01;Product_01;Customer_01;117;117;118.94915429576372;0.0;0.0;0.0
2018-07-08;Product_01;Customer_01;115;115;110.05575958206175;0.0;0.0;0.0
2018-07-15;Product_01;Customer_01;115;115;111.16743392127451;0.0;0.0;0.0
2018-07-22;Product_01;Customer_01;116;116;131.1775720271039;0.1;0.0;0.0
2018-07-29;Product_01;Customer_01;115;115;110.05575958206175;0.0;0.0;0.0
2018-08-05;Product_01;Customer_01;230;230;116.72580561733822;0.0;0.0;0.0
2018-08-12;Product_01;Customer_01;64;64;108.94408524284901;0.0;0.0;0.0
2018-08-19;Product_01;Customer_01;116;116;117.83747995655098;0.0;0.0;0.0
2018-08-26;Product_01;Customer_01;115;115;201.21305539750685;5.5;0.0;0.0
2018-09-02;Product_01;Customer_01;116;116;130.06589768789118;0.0;0.0;0.0
2018-09-09;Product_01;Customer_01;288;288;118.94915429576372;0.0;0.0;0.0
2018-09-16;Product_01;Customer_01;0;0;121.17250297418921;0.0;0.0;0.0
2018-09-23;Product_01;Customer_01;173;173;113.39078259969999;0.0;0.0;0.0
2018-09-30;Product_01;Customer_01;58;58;131.1775720271039;0.0;0.0;0.0
2018-10-07;Product_01;Customer_01;117;117;188.98463766616666;4.9;0.0;0.0
2018-10-14;Product_01;Customer_01;115;115;131.1775720271039;0.0;0.0;0.0
2018-10-21;Product_01;Customer_01;115;115;123.3958516526147;0.0;0.0;0.0
2018-10-28;Product_01;Customer_01;5;5;107.83241090363627;0.0;0.0;0.0
2018-11-04;Product_01;Customer_01;58;58;131.1775720271039;0.0;0.0;0.0
2018-11-11;Product_01;Customer_01;289;289;143.40598975844412;0.0;0.0;0.0
2018-11-18;Product_01;Customer_01;288;288;113.39078259969999;0.0;0.0;0.0
2018-11-25;Product_01;Customer_01;2;2;121.17250297418921;0.0;0.0;0.0
2018-12-02;Product_01;Customer_01;288;288;137.84761806238038;0.0;0.0;0.0
2018-12-09;Product_01;Customer_01;59;59;131.1775720271039;0.0;0.0;0.0
2018-12-16;Product_01;Customer_01;0;0;212.3297987896343;4.800000000000002;0.0;0.0
2018-12-23;Product_01;Customer_01;59;59;121.17250297418921;0.0;0.0;0.0
2018-12-30;Product_01;Customer_01;403;403;155.6344074897843;0.0;0.0;0.0
2019-01-06;Product_01;Customer_01;2;2;126.73087467025293;0.0;0.0;0.0
2019-01-13;Product_01;Customer_01;116;116;123.3958516526147;0.0;0.0;0.0
2019-01-20;Product_01;Customer_01;231;231;131.1775720271039;0.0;0.0;0.0
2019-01-27;Product_01;Customer_01;57;57;125.61920033104019;0.0;0.0;0.0
2019-02-03;Product_01;Customer_01;173;173;141.1826410800186;0.0;0.0;0.0
2019-02-10;Product_01;Customer_01;59;59;141.1826410800186;0.0;0.0;0.0
2019-02-17;Product_01;Customer_01;231;231;123.3958516526147;0.0;0.0;0.0
2019-02-24;Product_01;Customer_01;116;116;131.1775720271039;0.0;0.0;0.0
2019-03-03;Product_01;Customer_01;115;115;133.40092070552942;0.0;0.0;0.0
2019-03-10;Product_01;Customer_01;173;173;136.73594372316765;0.0;0.0;0.0
2019-03-17;Product_01;Customer_01;115;115;128.95422334867843;10.7;0.0;0.0
2019-03-24;Product_01;Customer_01;116;116;123.3958516526147;0.0;0.0;0.0
2019-03-31;Product_01;Customer_01;116;116;136.73594372316765;0.0;0.0;0.0
2019-04-07;Product_01;Customer_01;115;115;130.06589768789118;0.0;0.0;0.0
2019-04-14;Product_01;Customer_01;172;172;130.06589768789118;0.0;0.0;0.0
2019-04-21;Product_01;Customer_01;58;58;138.95929240159313;0.0;0.0;0.0
2019-04-28;Product_01;Customer_01;115;115;123.3958516526147;0.0;0.0;0.0
2019-05-05;Product_01;Customer_01;174;174;123.3958516526147;0.0;0.0;0.0
2019-05-12;Product_01;Customer_01;52;57;136.73594372316765;0.0;0.0;0.0
2019-05-19;Product_01;Customer_01;0;434;147.85268711529508;0.0;0.0;0.0
2019-05-26;Product_01;Customer_01;202;376;126.73087467025293;0.0;0.0;0.0
2019-06-02;Product_01;Customer_01;706;1066;135.6242693839549;0.0;0.0;0.0
2019-06-09;Product_01;Customer_01;2;146;190.09631200537942;0.0;0.0;0.0
2019-06-16;Product_01;Customer_01;346;346;174.53287125640097;1.9;0.0;0.0
2019-06-23;Product_01;Customer_01;131;131;161.19277918584802;0.0;0.0;0.0
2019-06-30;Product_01;Customer_01;146;146;178.97956861325196;0.0;0.0;0.0
2019-07-07;Product_01;Customer_01;75;75;171.19784823876273;0.0;0.0;0.0
2019-07-14;Product_01;Customer_01;245;245;171.19784823876273;0.0;0.0;0.0
2019-07-21;Product_01;Customer_01;2;246;183.42626597010295;0.0;0.0;0.0
2019-07-28;Product_01;Customer_01;144;144;163.41612786427353;0.0;0.0;0.0
2019-08-04;Product_01;Customer_01;58;58;163.41612786427353;0.0;0.0;0.0
2019-08-11;Product_01;Customer_01;318;318;178.97956861325196;0.0;0.0;0.0
2019-08-18;Product_01;Customer_01;15;187;265.6901670718461;3.7;0.0;0.0
2019-08-25;Product_01;Customer_01;146;262;161.19277918584802;0.0;0.0;0.0
2019-09-01;Product_01;Customer_01;0;1;174.53287125640097;0.0;0.0;0.0
2019-09-08;Product_01;Customer_01;0;306;153.41105881135883;0.0;0.0;0.0
2019-09-15;Product_01;Customer_01;722;722;143.40598975844412;0.0;0.0;0.0
2019-09-22;Product_01;Customer_01;508;508;158.96943050742254;0.0;0.0;0.0
2019-09-29;Product_01;Customer_01;203;203;178.97956861325196;0.0;0.0;0.0
2019-10-06;Product_01;Customer_01;1;1;165.63947654269901;0.0;0.0;0.0
2019-10-13;Product_01;Customer_01;74;74;178.97956861325196;0.0;0.0;0.0
2019-10-20;Product_01;Customer_01;78;78;173.42119691718824;0.0;0.0;0.0
2019-10-27;Product_01;Customer_01;145;260;180.0912429524647;0.0;0.0;0.0
2019-11-03;Product_01;Customer_01;7;123;192.3196606838049;0.0;0.0;0.0
2019-11-10;Product_01;Customer_01;464;580;165.63947654269901;0.0;0.0;0.0
2019-11-17;Product_01;Customer_01;2;2;180.0912429524647;0.0;0.0;0.0
2019-11-24;Product_01;Customer_01;172;172;163.41612786427353;0.0;0.0;0.0
2019-12-01;Product_01;Customer_01;120;120;262.3551440542078;3.4000000000000004;0.0;0.0
2019-12-08;Product_01;Customer_01;115;115;211.21812445042156;0.0;0.0;0.0
2019-12-15;Product_01;Customer_01;231;231;161.19277918584802;0.1;0.0;0.0
2019-12-22;Product_01;Customer_01;174;174;187.8729633269539;0.0;0.0;0.0
2019-12-29;Product_01;Customer_01;175;175;154.52273315057155;0.0;0.0;0.0
2016-08-07;Product_02;Customer_01;392;392;0.0;0.0;0.0;0.0
2016-08-14;Product_02;Customer_01;241;243;285.2139806845805;0.1;0.0;0.0
2016-08-21;Product_02;Customer_01;229;396;275.6000262794823;0.1;0.0;0.0
2016-08-28;Product_02;Customer_01;354;354;285.2139806845805;0.1;0.0;0.0
2016-09-04;Product_02;Customer_01;342;424;322.06747257079036;0.0;0.0;0.0
2016-09-11;Product_02;Customer_01;243;244;507.9372577360226;4.1000000000000005;1.0;1.0
2016-09-18;Product_02;Customer_01;456;456;290.0209578871296;0.9;0.0;0.0
2016-09-25;Product_02;Customer_01;452;452;275.6000262794823;0.4;0.0;0.0
2016-10-02;Product_02;Customer_01;244;244;290.0209578871296;0.0;0.0;0.0
2016-10-09;Product_02;Customer_01;389;389;280.4070034820314;0.0;0.0;0.0
2016-10-16;Product_02;Customer_01;339;339;270.7930490769332;0.0;0.0;0.0
2016-10-23;Product_02;Customer_01;348;406;272.3953748111162;0.0;0.0;0.0
2016-10-30;Product_02;Customer_01;234;455;310.8511924315091;0.0;0.0;0.0
2016-11-06;Product_02;Customer_01;113;298;230.73490572235727;0.0;0.0;0.0
2016-11-13;Product_02;Customer_01;730;846;233.93955719072335;0.0;0.0;0.0
2016-11-20;Product_02;Customer_01;319;319;227.5302542539912;0.0;0.0;0.0
2016-11-27;Product_02;Customer_01;395;395;253.16746600091977;0.1;0.0;0.0
2016-12-04;Product_02;Customer_01;230;230;267.5883976085671;0.0;0.0;0.0
2016-12-11;Product_02;Customer_01;539;539;240.34886012745548;0.0;0.0;0.0
2016-12-18;Product_02;Customer_01;4;4;272.3953748111162;0.0;0.0;0.0
2016-12-25;Product_02;Customer_01;581;581;214.7116483805269;0.0;0.0;0.0
2017-01-01;Product_02;Customer_01;179;179;237.14420865908943;0.0;0.0;0.0
2017-01-08;Product_02;Customer_01;74;74;237.14420865908943;0.0;0.0;0.0
2017-01-15;Product_02;Customer_01;172;172;237.14420865908943;0.0;0.0;0.0
2017-01-22;Product_02;Customer_01;1128;1128;246.75816306418764;0.0;0.0;0.0
2017-01-29;Product_02;Customer_01;427;427;245.1558373300046;1.0;0.0;0.0
2017-02-05;Product_02;Customer_01;231;231;240.34886012745548;1.0;0.0;0.0
2017-02-12;Product_02;Customer_01;259;259;245.1558373300046;1.0;0.0;0.0
2017-02-19;Product_02;Customer_01;290;290;232.3372314565403;0.8;0.0;0.0
2017-02-26;Product_02;Customer_01;453;453;233.93955719072335;0.0;0.0;0.0
2017-03-05;Product_02;Customer_01;244;244;253.16746600091977;0.0;0.0;0.0
2017-03-12;Product_02;Customer_01;372;372;249.9628145325537;0.9;0.0;0.0
2017-03-19;Product_02;Customer_01;290;290;246.75816306418764;0.0;0.0;0.0
2017-03-26;Product_02;Customer_01;297;297;450.2535313054333;4.9;1.0;1.0
2017-04-02;Product_02;Customer_01;288;288;259.57676893765193;0.30000000000000004;0.0;0.0
2017-04-09;Product_02;Customer_01;337;339;249.9628145325537;0.7000000000000001;0.0;0.0
2017-04-16;Product_02;Customer_01;283;393;257.97444320346887;0.0;0.0;0.0
2017-04-23;Product_02;Customer_01;62;63;240.34886012745548;0.5;0.0;0.0
2017-04-30;Product_02;Customer_01;221;732;248.36048879837068;0.4;0.0;0.0
2017-05-07;Product_02;Customer_01;542;629;237.14420865908943;0.4;0.0;0.0
2017-05-14;Product_02;Customer_01;665;665;240.34886012745548;0.0;0.0;0.0
2017-05-21;Product_02;Customer_01;169;169;434.23027396360294;4.3;1.0;1.0
2017-05-28;Product_02;Customer_01;295;295;254.7697917351028;0.5;0.0;0.0
2017-06-04;Product_02;Customer_01;455;455;272.3953748111162;0.5;0.0;0.0
2017-06-11;Product_02;Customer_01;345;345;245.1558373300046;0.4;0.0;0.0
2017-06-18;Product_02;Customer_01;454;454;265.9860718743841;0.8;0.0;0.0
2017-06-25;Product_02;Customer_01;173;173;498.3233033309244;5.2;1.0;1.0
2017-07-02;Product_02;Customer_01;284;284;283.61165495039745;1.1;0.0;0.0
2017-07-09;Product_02;Customer_01;457;457;261.17909467183495;0.5;0.0;0.0
2017-07-16;Product_02;Customer_01;173;173;275.6000262794823;0.6000000000000001;0.0;0.0
2017-07-23;Product_02;Customer_01;453;453;368.53491886209844;0.2;0.0;0.0
2017-07-30;Product_02;Customer_01;282;282;240.34886012745548;0.2;0.0;0.0
2017-08-06;Product_02;Customer_01;569;569;237.14420865908943;0.0;0.0;0.0
2017-08-13;Product_02;Customer_01;284;284;264.383746140201;0.0;0.0;0.0
2017-08-20;Product_02;Customer_01;401;401;251.56514026673673;0.0;0.0;0.0
2017-08-27;Product_02;Customer_01;622;622;257.97444320346887;0.0;0.0;0.0
2017-09-03;Product_02;Customer_01;59;59;315.6581696340582;0.0;0.0;0.0
2017-09-10;Product_02;Customer_01;63;63;432.62794822941987;4.7;1.0;1.0
2017-09-17;Product_02;Customer_01;903;903;285.2139806845805;0.2;0.0;0.0
2017-09-24;Product_02;Customer_01;1075;1075;275.6000262794823;0.0;0.0;0.0
2017-10-01;Product_02;Customer_01;169;169;288.4186321529466;0.0;0.0;0.0
2017-10-08;Product_02;Customer_01;285;285;280.4070034820314;0.1;0.0;0.0
2017-10-15;Product_02;Customer_01;173;173;512.7442349385717;4.9;1.0;1.0
2017-10-22;Product_02;Customer_01;457;457;280.4070034820314;0.0;0.0;0.0
2017-10-29;Product_02;Customer_01;567;567;309.24886669732604;0.0;0.0;0.0
2017-11-05;Product_02;Customer_01;118;118;302.83956376059393;0.0;0.0;0.0
2017-11-12;Product_02;Customer_01;565;565;291.6232836213127;0.0;0.0;0.0
2017-11-19;Product_02;Customer_01;59;59;302.83956376059393;0.0;0.0;0.0
2017-11-26;Product_02;Customer_01;455;455;265.9860718743841;0.0;0.0;0.0
2017-12-03;Product_02;Customer_01;285;285;298.0325865580448;0.0;0.0;0.0
2017-12-10;Product_02;Customer_01;121;121;290.0209578871296;0.0;0.0;0.0
2017-12-17;Product_02;Customer_01;566;566;288.4186321529466;0.0;0.0;0.0
2017-12-24;Product_02;Customer_01;172;172;278.80467774784836;0.0;0.0;0.0
2017-12-31;Product_02;Customer_01;339;339;299.63491229222785;0.0;0.0;0.0
2018-01-07;Product_02;Customer_01;342;342;302.83956376059393;0.0;0.0;0.0
2018-01-14;Product_02;Customer_01;234;234;257.97444320346887;0.0;0.0;0.0
2018-01-21;Product_02;Customer_01;509;509;261.17909467183495;0.0;0.0;0.0
2018-01-28;Product_02;Customer_01;172;172;282.00932921621444;0.0;0.0;0.0
2018-02-04;Product_02;Customer_01;400;400;288.4186321529466;0.0;0.0;0.0
2018-02-11;Product_02;Customer_01;570;570;294.8279350896787;0.0;0.0;0.0
2018-02-18;Product_02;Customer_01;174;174;283.61165495039745;0.0;0.0;0.0
2018-02-25;Product_02;Customer_01;454;454;267.5883976085671;0.0;0.0;0.0
2018-03-04;Product_02;Customer_01;171;171;323.66979830497337;0.0;0.0;0.0
2018-03-11;Product_02;Customer_01;512;512;299.63491229222785;0.0;0.0;0.0
2018-03-18;Product_02;Customer_01;230;230;296.4302608238618;0.0;0.0;0.0
2018-03-25;Product_02;Customer_01;452;452;283.61165495039745;0.0;0.0;0.0
2018-04-01;Product_02;Customer_01;402;402;302.83956376059393;0.0;0.0;0.0
2018-04-08;Product_02;Customer_01;59;59;294.8279350896787;0.0;0.0;0.0
2018-04-15;Product_02;Customer_01;508;508;291.6232836213127;0.0;0.0;0.0
2018-04-22;Product_02;Customer_01;286;286;296.4302608238618;0.1;0.0;0.0
2018-04-29;Product_02;Customer_01;342;342;294.8279350896787;0.0;0.0;0.0
2018-05-06;Product_02;Customer_01;343;343;310.8511924315091;0.0;0.0;0.0
2018-05-13;Product_02;Customer_01;1522;1522;294.8279350896787;0.0;0.0;0.0
2018-05-20;Product_02;Customer_01;63;63;285.2139806845805;0.0;0.0;0.0
2018-05-27;Product_02;Customer_01;573;573;362.1256159253663;0.1;0.0;0.0
2018-06-03;Product_02;Customer_01;401;401;469.4814401156297;0.1;0.0;0.0
2018-06-10;Product_02;Customer_01;621;621;493.5163261283753;0.1;0.0;0.0
2018-06-17;Product_02;Customer_01;342;342;488.70934892582613;0.0;0.0;0.0
2018-06-24;Product_02;Customer_01;742;742;535.1767952171342;0.0;0.0;0.0
2018-07-01;Product_02;Customer_01;681;681;589.6558701793574;0.2;0.0;0.0
2018-07-08;Product_02;Customer_01;854;854;589.6558701793574;0.2;0.0;0.0
2018-07-15;Product_02;Customer_01;620;620;581.6442415084423;0.0;0.0;0.0
2018-07-22;Product_02;Customer_01;678;678;687.3977399645227;0.1;0.0;0.0
2018-07-29;Product_02;Customer_01;279;279;576.8372643058932;0.0;0.0;0.0
2018-08-05;Product_02;Customer_01;1134;1134;586.4512187109914;0.0;0.0;0.0
2018-08-12;Product_02;Customer_01;407;407;644.1349451415807;0.1;0.0;0.0
2018-08-19;Product_02;Customer_01;175;230;669.7721568885092;0.0;0.0;0.0
2018-08-26;Product_02;Customer_01;630;849;1007.86288680113;8.8;1.0;1.0
2018-09-02;Product_02;Customer_01;623;678;716.2396031798173;0.1;0.0;0.0
2018-09-09;Product_02;Customer_01;780;1242;724.2512318507326;0.1;0.0;0.0
2018-09-16;Product_02;Customer_01;682;740;732.2628605216477;0.1;0.0;0.0
2018-09-23;Product_02;Customer_01;1027;1027;666.5675054201432;0.1;0.0;0.0
2018-09-30;Product_02;Customer_01;468;468;799.5605413573353;0.1;0.0;0.0
2018-10-07;Product_02;Customer_01;429;429;1020.6814926745943;6.7;1.0;1.0
2018-10-14;Product_02;Customer_01;637;637;817.1861244333487;0.1;0.0;0.0
2018-10-21;Product_02;Customer_01;807;807;789.946586952237;0.0;0.0;0.0
2018-10-28;Product_02;Customer_01;844;844;677.7837855594245;0.0;0.0;0.0
2018-11-04;Product_02;Customer_01;257;257;801.1628670915183;0.0;0.0;0.0
2018-11-11;Product_02;Customer_01;910;910;830.0047303068129;0.0;0.0;0.0
2018-11-18;Product_02;Customer_01;1690;1690;669.7721568885092;0.0;0.0;0.0
2018-11-25;Product_02;Customer_01;150;150;749.8884435976611;0.0;0.0;0.0
2018-12-02;Product_02;Customer_01;755;755;830.0047303068129;0.1;0.0;0.0
2018-12-09;Product_02;Customer_01;727;727;817.1861244333487;0.0;0.0;0.0
2018-12-16;Product_02;Customer_01;569;569;1091.1838249786479;5.5;1.0;1.0
2018-12-23;Product_02;Customer_01;538;538;767.5140266736745;0.0;0.0;0.0
2018-12-30;Product_02;Customer_01;1092;1092;918.13264568688;0.0;0.0;0.0
2019-01-06;Product_02;Customer_01;472;472;756.2977465343932;0.0;0.0;0.0
2019-01-13;Product_02;Customer_01;566;566;821.9931016358978;0.0;0.0;0.0
2019-01-20;Product_02;Customer_01;952;952;796.3558898889692;0.1;0.0;0.0
2019-01-27;Product_02;Customer_01;438;438;770.7186781420406;0.0;0.0;0.0
2019-02-03;Product_02;Customer_01;1147;1147;882.8814795348532;0.0;0.0;0.0
2019-02-10;Product_02;Customer_01;450;450;830.0047303068129;0.0;0.0;0.0
2019-02-17;Product_02;Customer_01;1166;1166;809.1744957624335;0.0;0.0;0.0
2019-02-24;Product_02;Customer_01;606;606;828.40240457263;0.0;0.0;0.0
2019-03-03;Product_02;Customer_01;327;327;828.40240457263;0.0;0.0;0.0
2019-03-10;Product_02;Customer_01;1149;1149;828.40240457263;0.0;0.0;0.0
2019-03-17;Product_02;Customer_01;746;747;823.5954273700808;26.200000000000006;0.0;0.0
2019-03-24;Product_02;Customer_01;572;572;770.7186781420406;0.0;0.0;0.0
2019-03-31;Product_02;Customer_01;334;334;783.5372840155048;0.1;0.0;0.0
2019-04-07;Product_02;Customer_01;1120;1120;862.0512449904737;0.0;0.0;0.0
2019-04-14;Product_02;Customer_01;956;956;823.5954273700808;0.0;0.0;0.0
2019-04-21;Product_02;Customer_01;311;455;842.8233361802772;0.0;0.0;0.0
2019-04-28;Product_02;Customer_01;842;842;797.9582156231522;0.0;0.0;0.0
2019-05-05;Product_02;Customer_01;258;762;781.9349582813219;0.1;0.0;0.0
2019-05-12;Product_02;Customer_01;1285;1285;842.8233361802772;0.0;0.0;0.0
2019-05-19;Product_02;Customer_01;1823;1932;854.0396163195585;0.1;0.0;0.0
2019-05-26;Product_02;Customer_01;298;463;801.1628670915183;0.0;0.0;0.0
2019-06-02;Product_02;Customer_01;895;1632;850.8349648511925;0.0;0.0;0.0
2019-06-09;Product_02;Customer_01;1000;1110;1155.2768543459695;0.2;0.0;0.0
2019-06-16;Product_02;Customer_01;1347;1347;1102.4001051179291;3.9;0.0;0.0
